Month,Day,Year,Treatment,Plot,Quadrat,D_Height,D_X,D_Y,G_Height,G_X,G_Y
8,5,2019,5,21,5,6,54,60,13,40,56.5
8,5,2019,5,21,5,8,39,52,19,30.2,49
8,5,2019,5,21,6,5,14.7,16,9,9,10
8,5,2019,5,21,6,7.7,113,125,19,108,125
8,5,2019,5,21,6,6.6,11.5,12,4.5,7,7.3
8,5,2019,5,21,6,3,10.2,12,13,6,7
8,5,2019,5,27,4,4,15,29.1,14,21.5,26.5
8,5,2019,5,27,4,4,82,106,18,76.5,100
8,5,2019,5,27,4,5.3,10.7,21,7,6.6,9.4
8,5,2019,5,27,4,4.5,35.8,45,12,30.5,43
8,5,2019,5,27,4,1.7,8,9.8,6.5,6.3,8
8,5,2019,5,27,1,3,45.8,58,18,42.6,54
8,5,2019,5,27,1,2.9,14,17.5,7,12,13
8,5,2019,5,27,1,5.7,20,48.2,23,12,44.5
8,5,2019,5,27,1,5,27.2,69,12,23,68
8,5,2019,5,27,1,3,30,54,19,25,47.4
8,5,2019,5,27,1,3.5,27,56.7,14.5,24.4,52
8,6,2019,5,29,4,4,33,64,7.6,30.5,61.4
8,6,2019,5,29,4,3,16,17,7,12,13.3
8,6,2019,5,29,4,2.5,8,12.5,8,7,10
8,6,2019,5,29,4,5,10,11,2,8.1,8.8
8,6,2019,5,29,4,2.2,7.5,7.7,3.6,4.1,4.3
8,6,2019,5,29,4,3.5,11.7,12,8,8,9.4
8,6,2019,5,29,4,6.3,22,23,8,10,21
8,6,2019,5,29,4,7,38,42.7,12.5,35,35.7
8,6,2019,5,29,6,5,9.2,15,3.5,6.6,12.7
8,6,2019,5,29,6,6.5,55,98,13,42,86
8,6,2019,5,29,6,3,15.3,27,7,14.6,23.2
8,6,2019,5,29,6,4,60.2,92.5,16,53.2,84.3
8,6,2019,5,29,6,2.2,10.5,12,15,5.5,9
8,12,2019,5,39,4,5.3,14.2,24,7,7.6,14
8,12,2019,5,39,4,3.6,8,10,5.5,6,6.4
8,12,2019,5,39,4,5.5,55,125,11,50,119
8,12,2019,5,39,4,7,18,32.5,12,15,23.6
